#In physics, you don't have to go around making trouble for yourself. Nature does it for you.  (Frank Wilczek)
#HDR N	3
#HDR G	1.000000
#HDR m	1.000000 1.000000 1.000000 
#format:  kinetic energy,  potential energy,  total energy
     0.081967758     -2.447729774     -2.365762016
     0.037554791     -2.444048643     -2.406493851
     0.009813110     -2.445844205     -2.436031094
     0.012841223     -2.418272644     -2.405431422
     0.059991052     -2.317644959     -2.257653907
     0.153204010     -2.136787899     -1.983583889
     0.277917048     -1.923324801     -1.645407752
     0.412194291     -1.725940908     -1.313746617
     0.539181034     -1.561440999     -1.022259964
     0.650980565     -1.427398305     -0.776417740
     0.746055432     -1.316876451     -0.570821019
     0.825845396     -1.223786792     -0.397941396
     0.892699422     -1.143740927     -0.251041505
     0.948954270     -1.073726365     -0.124772095
     0.996622934     -1.011668665     -0.015045731
     1.037342596     -0.956103010      0.081239586
     1.072413962     -0.905959578      0.166454384
     1.102862713     -0.860429260      0.242433453
     1.129498087     -0.818880235      0.310617853
     1.152961546     -0.780805529      0.372156017
     1.173765004     -0.745789261      0.427975742
     1.192320156     -0.713484240      0.478835916
     1.208960775     -0.683596578      0.525364197
     1.223959637     -0.655874757      0.568084879
     1.237541416     -0.630101598      0.607439818
     1.249892560     -0.606088194      0.643804365
     1.261168892     -0.583669218      0.677499674
     1.271501528     -0.562699209      0.708802320
     1.281001487     -0.543049591      0.737951896
     1.289763340     -0.524606251      0.765157089
     1.297868094     -0.507267531      0.790600563
     1.305385511     -0.490942572      0.814442940
     1.312375961     -0.475549909      0.836826052
     1.318891936     -0.461016304      0.857875632
     1.324979274     -0.447275730      0.877703544
     1.330678174     -0.434268525      0.896409649
     1.336024024     -0.421940649      0.914083375
     1.341048094     -0.410243051      0.930805043
     1.345778113     -0.399131115      0.946646998
     1.350238749     -0.388564184      0.961674565
     1.354452018     -0.378505136      0.975946882
     1.358437628     -0.368920021      0.989517607
     1.362213269     -0.359777736      1.002435533
     1.365794865     -0.351049739      1.014745126
     1.369196786     -0.342709800      1.026486986
     1.372432033     -0.334733779      1.037698254
     1.375512392     -0.327099421      1.048412971
     1.378448577     -0.319786190      1.058662387
     1.381250344     -0.312775103      1.068475242
     1.383926597     -0.306048593      1.077878005
     1.386485478     -0.299590383      1.086895095
     1.388934446     -0.293385374      1.095549072
     1.391280346     -0.287419540      1.103860806
     1.393529472     -0.281679840      1.111849632
     1.395687620     -0.276154135      1.119533485
     1.397760136     -0.270831112      1.126929024
     1.399751959     -0.265700216      1.134051743
     1.401667658     -0.260751593      1.140916065
     1.403511467     -0.255976030      1.147535437
     1.405287313     -0.251364907      1.153922406
     1.406998845     -0.246910153      1.160088693
     1.408649458     -0.242604199      1.166045259
     1.410242313     -0.238439947      1.171802367
     1.411780359     -0.234410728      1.177369631
     1.413266347     -0.230510277      1.182756070
     1.414702850     -0.226732700      1.187970150
     1.416092275     -0.223072447      1.193019828
     1.417436876     -0.219524290      1.197912586
     1.418738767     -0.216083300      1.202655466
     1.419999931     -0.212744827      1.207255105
     1.421222234     -0.209504477      1.211717757
     1.422407426     -0.206358100      1.216049325
     1.423557157     -0.203301772      1.220255385
     1.424672981     -0.200331778      1.224341203
     1.425756362     -0.197444602      1.228311761
     1.426808684     -0.194636910      1.232171774
     1.427831250     -0.191905543      1.235925706
     1.428825295     -0.189247504      1.239577791
     1.429791985     -0.186659946      1.243132039
     1.430732425     -0.184140166      1.246592259
     1.431647661     -0.181685594      1.249962067
     1.432538684     -0.179293786      1.253244897
     1.433406434     -0.176962417      1.256444017
     1.434251806     -0.174689274      1.259562532
     1.435075645     -0.172472245      1.262603400
     1.435878759     -0.170309323      1.265569436
     1.436661914     -0.168198588      1.268463325
     1.437425838     -0.166138213      1.271287625
     1.438171226     -0.164126451      1.274044775
     1.438898740     -0.162161634      1.276737106
     1.439609011     -0.160242170      1.279366841
     1.440302639     -0.158366535      1.281936104
     1.440980198     -0.156533271      1.284446927
     1.441642237     -0.154740986      1.286901251
     1.442289279     -0.152988344      1.289300935
     1.442921824     -0.151274068      1.291647756
     1.443540351     -0.149596933      1.293943417
     1.444145317     -0.147955766      1.296189551
     1.444737160     -0.146349440      1.298387720
     1.445316301     -0.144776877      1.300539424
     1.445883140     -0.143237041      1.302646100
     1.446438063     -0.141728935      1.304709128
     1.446981440     -0.140251606      1.306729834
     1.447513624     -0.138804136      1.308709489
     1.448034957     -0.137385641      1.310649315
     1.448545763     -0.135995275      1.312550488
     1.449046357     -0.134632220      1.314414137
     1.449537041     -0.133295692      1.316241349
     1.450018103     -0.131984935      1.318033167
     1.450489822     -0.130699222      1.319790600
     1.450952466     -0.129437852      1.321514614
     1.451406294     -0.128200150      1.323206143
     1.451851552     -0.126985465      1.324866087
     1.452288481     -0.125793170      1.326495311
     1.452717309     -0.124622660      1.328094650
     1.453138260     -0.123473350      1.329664910
     1.453551547     -0.122344678      1.331206869
     1.453957376     -0.121236101      1.332721275
     1.454355946     -0.120147093      1.334208853
     1.454747449     -0.119077146      1.335670303
     1.455132070     -0.118025773      1.337106298
     1.455509989     -0.116992498      1.338517491
     1.455881377     -0.115976864      1.339904513
     1.456246402     -0.114978430      1.341267972
     1.456605225     -0.113996766      1.342608459
     1.456958002     -0.113031459      1.343926543
     1.457304884     -0.112082109      1.345222775
     1.457646015     -0.111148327      1.346497689
     1.457981539     -0.110229738      1.347751801
     1.458311590     -0.109325979      1.348985611
     1.458636301     -0.108436697      1.350199604
     1.458955800     -0.107561551      1.351394249
     1.459270211     -0.106700211      1.352570000
     1.459579653     -0.105852356      1.353727297
     1.459884243     -0.105017674      1.354866569
     1.460184094     -0.104195866      1.355988228
     1.460479315     -0.103386638      1.357092677
     1.460770011     -0.102589707      1.358180305
     1.461056286     -0.101804797      1.359251489
     1.461338239     -0.101031641      1.360306597
     1.461615966     -0.100269981      1.361345985
     1.461889563     -0.099519564      1.362369999
     1.462159118     -0.098780145      1.363378973
     1.462424722     -0.098051487      1.364373235
